Iteracions,Seed,k,Lambda,Beneficis
2,-1335833645,1,1.0,92
3,-286520882,1,1.0,89
3,-286520882,1,1.0,80
3,-286520882,1,1.0,71
3,-286520882,1,1.0,64
3,-286520882,1,1.0,62
3,-286520882,1,1.0,81
3,-286520882,1,1.0,69
3,-286520882,1,1.0,74
3,-286520882,1,1.0,60
3,-286520882,1,1.0,100
3,-286520882,1,1.0,91
3,-286520882,1,1.0,78
3,-286520882,1,1.0,65
3,-286520882,1,1.0,62
3,-286520882,1,1.0,71
3,-286520882,1,1.0,80
3,-286520882,1,1.0,57
3,-286520882,1,1.0,78
3,-286520882,1,1.0,65
3,-286520882,1,1.0,65
3,-286520882,1,1.0,65
3,-286520882,1,1.0,67
3,-286520882,1,1.0,96
3,-286520882,1,1.0,64
3,-286520882,1,1.0,76
3,-286520882,1,1.0,78
3,-286520882,1,1.0,66
3,-286520882,1,1.0,59
3,-286520882,1,1.0,63
3,-286520882,1,1.0,65
3,-286520882,1,1.0,70
3,-286520882,1,1.0,62
3,-286520882,1,1.0,78
3,-286520882,1,1.0,65
3,-286520882,1,1.0,62
3,-286520882,1,1.0,62
3,-286520882,1,1.0,70
3,-286520882,1,1.0,80
3,-286520882,1,1.0,64
3,-286520882,1,1.0,63
3,-286520882,1,1.0,79
3,-286520882,1,1.0,64
3,-286520882,1,1.0,73
3,-286520882,1,1.0,64
3,-286520882,1,1.0,72
3,-286520882,1,1.0,71
3,-286520882,1,1.0,97
3,-286520882,1,1.0,79
3,-286520882,1,1.0,71
3,-286520882,1,1.0,61
3,-286520882,1,1.0,75
3,-286520882,1,1.0,101
3,-286520882,1,1.0,72
3,-286520882,1,1.0,62
3,-286520882,1,1.0,75
3,-286520882,1,1.0,65
3,-286520882,1,1.0,74
3,-286520882,1,1.0,86
3,-286520882,1,1.0,98
3,-286520882,1,1.0,61
3,-286520882,1,1.0,77
3,-286520882,1,1.0,67
3,-286520882,1,1.0,87
3,-286520882,1,1.0,94
3,-286520882,1,1.0,62
3,-286520882,1,1.0,80
3,-286520882,1,1.0,77
3,-286520882,1,1.0,63
3,-286520882,1,1.0,65
3,-286520882,1,1.0,57
3,-286520882,1,1.0,64
3,-286520882,1,1.0,64
3,-286520882,1,1.0,70
3,-286520882,1,1.0,56
3,-286520882,1,1.0,76
3,-286520882,1,1.0,80
3,-286520882,1,1.0,76
3,-286520882,1,1.0,61
3,-286520882,1,1.0,75
3,-286520882,1,1.0,81
3,-286520882,1,1.0,77
3,-286520882,1,1.0,67
3,-286520882,1,1.0,75
3,-286520882,1,1.0,99
3,-286520882,1,1.0,85
3,-286520882,1,1.0,56
3,-286520882,1,1.0,69
3,-286520882,1,1.0,74
3,-286520882,1,1.0,83
3,-286520882,1,1.0,74
3,-286520882,1,1.0,64
3,-286520882,1,1.0,65
3,-286520882,1,1.0,68
3,-286520882,1,1.0,56
3,-286520882,1,1.0,74
3,-286520882,1,1.0,65
3,-286520882,1,1.0,85
3,-286520882,1,1.0,85
3,-286520882,1,1.0,69
3,-286520882,1,1.0,61
4,2077094835,1,1.0,72
4,2077094835,1,1.0,67
4,2077094835,1,1.0,72
4,2077094835,1,1.0,68
4,2077094835,1,1.0,69
4,2077094835,1,1.0,94
4,2077094835,1,1.0,87
4,2077094835,1,1.0,81
4,2077094835,1,1.0,78
4,2077094835,1,1.0,81
4,2077094835,1,1.0,81
4,2077094835,1,1.0,80
4,2077094835,1,1.0,80
4,2077094835,1,1.0,87
4,2077094835,1,1.0,78
4,2077094835,1,1.0,69
4,2077094835,1,1.0,103
4,2077094835,1,1.0,94
4,2077094835,1,1.0,99
4,2077094835,1,1.0,80
4,2077094835,1,1.0,81
4,2077094835,1,1.0,97
4,2077094835,1,1.0,80
4,2077094835,1,1.0,80
4,2077094835,1,1.0,87
4,2077094835,1,1.0,85
4,2077094835,1,1.0,98
4,2077094835,1,1.0,87
4,2077094835,1,1.0,78
4,2077094835,1,1.0,93
4,2077094835,1,1.0,81
4,2077094835,1,1.0,85
4,2077094835,1,1.0,103
4,2077094835,1,1.0,83
4,2077094835,1,1.0,80
4,2077094835,1,1.0,87
4,2077094835,1,1.0,101
4,2077094835,1,1.0,77
4,2077094835,1,1.0,84
4,2077094835,1,1.0,75
4,2077094835,1,1.0,82
4,2077094835,1,1.0,91
4,2077094835,1,1.0,79
4,2077094835,1,1.0,80
4,2077094835,1,1.0,86
4,2077094835,1,1.0,89
4,2077094835,1,1.0,107
4,2077094835,1,1.0,82
4,2077094835,1,1.0,79
4,2077094835,1,1.0,81
4,2077094835,1,1.0,78
4,2077094835,1,1.0,79
4,2077094835,1,1.0,72
4,2077094835,1,1.0,96
4,2077094835,1,1.0,95
4,2077094835,1,1.0,68
4,2077094835,1,1.0,89
4,2077094835,1,1.0,101
4,2077094835,1,1.0,90
4,2077094835,1,1.0,101
4,2077094835,1,1.0,87
4,2077094835,1,1.0,76
4,2077094835,1,1.0,88
4,2077094835,1,1.0,80
4,2077094835,1,1.0,81
4,2077094835,1,1.0,92
4,2077094835,1,1.0,94
4,2077094835,1,1.0,84
4,2077094835,1,1.0,94
4,2077094835,1,1.0,81
4,2077094835,1,1.0,92
4,2077094835,1,1.0,87
4,2077094835,1,1.0,93
4,2077094835,1,1.0,73
4,2077094835,1,1.0,89
4,2077094835,1,1.0,64
4,2077094835,1,1.0,93
4,2077094835,1,1.0,99
4,2077094835,1,1.0,87
4,2077094835,1,1.0,82
4,2077094835,1,1.0,68
4,2077094835,1,1.0,80
4,2077094835,1,1.0,95
4,2077094835,1,1.0,78
4,2077094835,1,1.0,80
4,2077094835,1,1.0,78
4,2077094835,1,1.0,102
4,2077094835,1,1.0,81
4,2077094835,1,1.0,69
4,2077094835,1,1.0,79
4,2077094835,1,1.0,81
4,2077094835,1,1.0,77
4,2077094835,1,1.0,90
4,2077094835,1,1.0,81
4,2077094835,1,1.0,71
4,2077094835,1,1.0,81
4,2077094835,1,1.0,96
4,2077094835,1,1.0,89
4,2077094835,1,1.0,88
4,2077094835,1,1.0,78
5,-1217508414,1,1.0,93
5,-1217508414,1,1.0,81
5,-1217508414,1,1.0,72
5,-1217508414,1,1.0,69
5,-1217508414,1,1.0,87
5,-1217508414,1,1.0,71
5,-1217508414,1,1.0,93
5,-1217508414,1,1.0,72
5,-1217508414,1,1.0,64
5,-1217508414,1,1.0,78
5,-1217508414,1,1.0,68
5,-1217508414,1,1.0,81
5,-1217508414,1,1.0,86
5,-1217508414,1,1.0,73
5,-1217508414,1,1.0,66
5,-1217508414,1,1.0,52
5,-1217508414,1,1.0,61
5,-1217508414,1,1.0,71
5,-1217508414,1,1.0,70
5,-1217508414,1,1.0,74
5,-1217508414,1,1.0,82
5,-1217508414,1,1.0,79
5,-1217508414,1,1.0,70
5,-1217508414,1,1.0,84
5,-1217508414,1,1.0,69
5,-1217508414,1,1.0,61
5,-1217508414,1,1.0,89
5,-1217508414,1,1.0,68
5,-1217508414,1,1.0,71
5,-1217508414,1,1.0,74
5,-1217508414,1,1.0,68
5,-1217508414,1,1.0,71
5,-1217508414,1,1.0,67
5,-1217508414,1,1.0,80
5,-1217508414,1,1.0,74
5,-1217508414,1,1.0,57
5,-1217508414,1,1.0,59
5,-1217508414,1,1.0,77
5,-1217508414,1,1.0,74
5,-1217508414,1,1.0,80
5,-1217508414,1,1.0,61
5,-1217508414,1,1.0,108
5,-1217508414,1,1.0,86
5,-1217508414,1,1.0,78
5,-1217508414,1,1.0,55
5,-1217508414,1,1.0,63
5,-1217508414,1,1.0,71
5,-1217508414,1,1.0,63
5,-1217508414,1,1.0,61
5,-1217508414,1,1.0,83
5,-1217508414,1,1.0,97
5,-1217508414,1,1.0,62
5,-1217508414,1,1.0,67
5,-1217508414,1,1.0,74
5,-1217508414,1,1.0,69
5,-1217508414,1,1.0,69
5,-1217508414,1,1.0,65
5,-1217508414,1,1.0,70
5,-1217508414,1,1.0,65
5,-1217508414,1,1.0,90
5,-1217508414,1,1.0,70
5,-1217508414,1,1.0,62
5,-1217508414,1,1.0,93
5,-1217508414,1,1.0,91
5,-1217508414,1,1.0,69
5,-1217508414,1,1.0,74
5,-1217508414,1,1.0,84
5,-1217508414,1,1.0,85
5,-1217508414,1,1.0,83
5,-1217508414,1,1.0,65
5,-1217508414,1,1.0,62
5,-1217508414,1,1.0,67
5,-1217508414,1,1.0,76
5,-1217508414,1,1.0,100
5,-1217508414,1,1.0,80
5,-1217508414,1,1.0,65
5,-1217508414,1,1.0,68
5,-1217508414,1,1.0,71
5,-1217508414,1,1.0,72
5,-1217508414,1,1.0,82
5,-1217508414,1,1.0,71
5,-1217508414,1,1.0,76
5,-1217508414,1,1.0,67
5,-1217508414,1,1.0,70
5,-1217508414,1,1.0,70
5,-1217508414,1,1.0,94
5,-1217508414,1,1.0,69
5,-1217508414,1,1.0,75
5,-1217508414,1,1.0,80
5,-1217508414,1,1.0,85
5,-1217508414,1,1.0,62
5,-1217508414,1,1.0,65
5,-1217508414,1,1.0,63
5,-1217508414,1,1.0,73
5,-1217508414,1,1.0,69
5,-1217508414,1,1.0,75
5,-1217508414,1,1.0,72
5,-1217508414,1,1.0,95
5,-1217508414,1,1.0,118
5,-1217508414,1,1.0,73
6,523647587,1,1.0,79
6,523647587,1,1.0,89
6,523647587,1,1.0,76
6,523647587,1,1.0,73
6,523647587,1,1.0,75
6,523647587,1,1.0,87
6,523647587,1,1.0,96
6,523647587,1,1.0,62
6,523647587,1,1.0,76
6,523647587,1,1.0,96
6,523647587,1,1.0,98
6,523647587,1,1.0,74
6,523647587,1,1.0,92
6,523647587,1,1.0,86
6,523647587,1,1.0,75
6,523647587,1,1.0,97
6,523647587,1,1.0,100
6,523647587,1,1.0,82
6,523647587,1,1.0,96
6,523647587,1,1.0,62
6,523647587,1,1.0,73
6,523647587,1,1.0,75
6,523647587,1,1.0,74
6,523647587,1,1.0,84
6,523647587,1,1.0,85
6,523647587,1,1.0,72
6,523647587,1,1.0,71
6,523647587,1,1.0,92
6,523647587,1,1.0,88
6,523647587,1,1.0,73
6,523647587,1,1.0,75
6,523647587,1,1.0,74
6,523647587,1,1.0,77
6,523647587,1,1.0,101
6,523647587,1,1.0,92
6,523647587,1,1.0,89
6,523647587,1,1.0,76
6,523647587,1,1.0,75
6,523647587,1,1.0,78
6,523647587,1,1.0,62
6,523647587,1,1.0,85
6,523647587,1,1.0,88
6,523647587,1,1.0,89
6,523647587,1,1.0,89
6,523647587,1,1.0,92
6,523647587,1,1.0,62
6,523647587,1,1.0,72
6,523647587,1,1.0,75
6,523647587,1,1.0,108
6,523647587,1,1.0,74
6,523647587,1,1.0,77
6,523647587,1,1.0,98
6,523647587,1,1.0,61
6,523647587,1,1.0,88
6,523647587,1,1.0,86
6,523647587,1,1.0,75
6,523647587,1,1.0,110
6,523647587,1,1.0,84
6,523647587,1,1.0,109
6,523647587,1,1.0,62
6,523647587,1,1.0,73
6,523647587,1,1.0,62
6,523647587,1,1.0,81
6,523647587,1,1.0,74
6,523647587,1,1.0,64
6,523647587,1,1.0,84
6,523647587,1,1.0,104
6,523647587,1,1.0,83
6,523647587,1,1.0,97
6,523647587,1,1.0,94
6,523647587,1,1.0,87
6,523647587,1,1.0,85
6,523647587,1,1.0,73
6,523647587,1,1.0,81
6,523647587,1,1.0,92
6,523647587,1,1.0,83
6,523647587,1,1.0,88
6,523647587,1,1.0,108
6,523647587,1,1.0,75
6,523647587,1,1.0,81
6,523647587,1,1.0,94
6,523647587,1,1.0,68
6,523647587,1,1.0,83
6,523647587,1,1.0,81
6,523647587,1,1.0,93
6,523647587,1,1.0,74
6,523647587,1,1.0,83
6,523647587,1,1.0,91
6,523647587,1,1.0,74
6,523647587,1,1.0,69
6,523647587,1,1.0,75
6,523647587,1,1.0,95
6,523647587,1,1.0,75
6,523647587,1,1.0,74
6,523647587,1,1.0,106
6,523647587,1,1.0,73
6,523647587,1,1.0,76
6,523647587,1,1.0,102
6,523647587,1,1.0,92
6,523647587,1,1.0,102
7,-1298072951,1,1.0,104
7,-1298072951,1,1.0,109
7,-1298072951,1,1.0,117
7,-1298072951,1,1.0,111
7,-1298072951,1,1.0,124
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,115
7,-1298072951,1,1.0,112
7,-1298072951,1,1.0,107
7,-1298072951,1,1.0,115
7,-1298072951,1,1.0,105
7,-1298072951,1,1.0,110
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,107
7,-1298072951,1,1.0,110
7,-1298072951,1,1.0,110
7,-1298072951,1,1.0,120
7,-1298072951,1,1.0,119
7,-1298072951,1,1.0,119
7,-1298072951,1,1.0,118
7,-1298072951,1,1.0,111
7,-1298072951,1,1.0,107
7,-1298072951,1,1.0,110
7,-1298072951,1,1.0,107
7,-1298072951,1,1.0,108
7,-1298072951,1,1.0,116
7,-1298072951,1,1.0,112
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,110
7,-1298072951,1,1.0,116
7,-1298072951,1,1.0,106
7,-1298072951,1,1.0,111
7,-1298072951,1,1.0,106
7,-1298072951,1,1.0,112
7,-1298072951,1,1.0,109
7,-1298072951,1,1.0,110
7,-1298072951,1,1.0,125
7,-1298072951,1,1.0,114
7,-1298072951,1,1.0,116
7,-1298072951,1,1.0,117
7,-1298072951,1,1.0,111
7,-1298072951,1,1.0,125
7,-1298072951,1,1.0,110
7,-1298072951,1,1.0,114
7,-1298072951,1,1.0,117
7,-1298072951,1,1.0,108
7,-1298072951,1,1.0,119
7,-1298072951,1,1.0,118
7,-1298072951,1,1.0,107
7,-1298072951,1,1.0,118
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,109
7,-1298072951,1,1.0,107
7,-1298072951,1,1.0,120
7,-1298072951,1,1.0,105
7,-1298072951,1,1.0,114
7,-1298072951,1,1.0,116
7,-1298072951,1,1.0,111
7,-1298072951,1,1.0,97
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,114
7,-1298072951,1,1.0,107
7,-1298072951,1,1.0,109
7,-1298072951,1,1.0,112
7,-1298072951,1,1.0,102
7,-1298072951,1,1.0,124
7,-1298072951,1,1.0,114
7,-1298072951,1,1.0,116
7,-1298072951,1,1.0,106
7,-1298072951,1,1.0,108
7,-1298072951,1,1.0,109
7,-1298072951,1,1.0,107
7,-1298072951,1,1.0,109
7,-1298072951,1,1.0,114
7,-1298072951,1,1.0,121
7,-1298072951,1,1.0,125
7,-1298072951,1,1.0,122
7,-1298072951,1,1.0,117
7,-1298072951,1,1.0,105
7,-1298072951,1,1.0,105
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,105
7,-1298072951,1,1.0,124
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,114
7,-1298072951,1,1.0,110
7,-1298072951,1,1.0,103
7,-1298072951,1,1.0,103
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,106
7,-1298072951,1,1.0,113
7,-1298072951,1,1.0,121
7,-1298072951,1,1.0,107
7,-1298072951,1,1.0,115
7,-1298072951,1,1.0,110
7,-1298072951,1,1.0,103
7,-1298072951,1,1.0,115
7,-1298072951,1,1.0,111
7,-1298072951,1,1.0,111
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,78
8,-2113769851,1,1.0,82
8,-2113769851,1,1.0,84
8,-2113769851,1,1.0,84
8,-2113769851,1,1.0,76
8,-2113769851,1,1.0,77
8,-2113769851,1,1.0,85
8,-2113769851,1,1.0,78
8,-2113769851,1,1.0,71
8,-2113769851,1,1.0,82
8,-2113769851,1,1.0,84
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,78
8,-2113769851,1,1.0,86
8,-2113769851,1,1.0,75
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,82
8,-2113769851,1,1.0,81
8,-2113769851,1,1.0,76
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,85
8,-2113769851,1,1.0,75
8,-2113769851,1,1.0,85
8,-2113769851,1,1.0,86
8,-2113769851,1,1.0,82
8,-2113769851,1,1.0,75
8,-2113769851,1,1.0,73
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,85
8,-2113769851,1,1.0,77
8,-2113769851,1,1.0,86
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,76
8,-2113769851,1,1.0,81
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,77
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,82
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,81
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,78
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,75
8,-2113769851,1,1.0,77
8,-2113769851,1,1.0,85
8,-2113769851,1,1.0,82
8,-2113769851,1,1.0,71
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,77
8,-2113769851,1,1.0,81
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,81
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,85
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,76
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,82
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,66
8,-2113769851,1,1.0,79
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,72
8,-2113769851,1,1.0,86
8,-2113769851,1,1.0,78
8,-2113769851,1,1.0,82
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,81
8,-2113769851,1,1.0,76
8,-2113769851,1,1.0,72
8,-2113769851,1,1.0,74
8,-2113769851,1,1.0,85
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,78
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,75
8,-2113769851,1,1.0,76
8,-2113769851,1,1.0,85
8,-2113769851,1,1.0,81
8,-2113769851,1,1.0,76
8,-2113769851,1,1.0,85
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,73
8,-2113769851,1,1.0,80
8,-2113769851,1,1.0,83
8,-2113769851,1,1.0,81
8,-2113769851,1,1.0,71
9,-1511960905,1,1.0,113
9,-1511960905,1,1.0,88
9,-1511960905,1,1.0,77
9,-1511960905,1,1.0,97
9,-1511960905,1,1.0,121
9,-1511960905,1,1.0,99
9,-1511960905,1,1.0,79
9,-1511960905,1,1.0,111
9,-1511960905,1,1.0,82
9,-1511960905,1,1.0,93
9,-1511960905,1,1.0,88
9,-1511960905,1,1.0,99
9,-1511960905,1,1.0,86
9,-1511960905,1,1.0,85
9,-1511960905,1,1.0,71
9,-1511960905,1,1.0,86
9,-1511960905,1,1.0,86
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,96
9,-1511960905,1,1.0,98
9,-1511960905,1,1.0,97
9,-1511960905,1,1.0,91
9,-1511960905,1,1.0,86
9,-1511960905,1,1.0,102
9,-1511960905,1,1.0,88
9,-1511960905,1,1.0,102
9,-1511960905,1,1.0,82
9,-1511960905,1,1.0,76
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,82
9,-1511960905,1,1.0,91
9,-1511960905,1,1.0,92
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,85
9,-1511960905,1,1.0,108
9,-1511960905,1,1.0,96
9,-1511960905,1,1.0,79
9,-1511960905,1,1.0,82
9,-1511960905,1,1.0,98
9,-1511960905,1,1.0,100
9,-1511960905,1,1.0,115
9,-1511960905,1,1.0,71
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,103
9,-1511960905,1,1.0,78
9,-1511960905,1,1.0,90
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,108
9,-1511960905,1,1.0,113
9,-1511960905,1,1.0,80
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,85
9,-1511960905,1,1.0,85
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,97
9,-1511960905,1,1.0,95
9,-1511960905,1,1.0,96
9,-1511960905,1,1.0,94
9,-1511960905,1,1.0,96
9,-1511960905,1,1.0,107
9,-1511960905,1,1.0,98
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,82
9,-1511960905,1,1.0,87
9,-1511960905,1,1.0,118
9,-1511960905,1,1.0,93
9,-1511960905,1,1.0,78
9,-1511960905,1,1.0,73
9,-1511960905,1,1.0,88
9,-1511960905,1,1.0,116
9,-1511960905,1,1.0,70
9,-1511960905,1,1.0,85
9,-1511960905,1,1.0,101
9,-1511960905,1,1.0,104
9,-1511960905,1,1.0,72
9,-1511960905,1,1.0,121
9,-1511960905,1,1.0,116
9,-1511960905,1,1.0,89
9,-1511960905,1,1.0,92
9,-1511960905,1,1.0,80
9,-1511960905,1,1.0,87
9,-1511960905,1,1.0,99
9,-1511960905,1,1.0,101
9,-1511960905,1,1.0,102
9,-1511960905,1,1.0,105
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,83
9,-1511960905,1,1.0,71
9,-1511960905,1,1.0,95
9,-1511960905,1,1.0,89
9,-1511960905,1,1.0,95
9,-1511960905,1,1.0,98
9,-1511960905,1,1.0,84
9,-1511960905,1,1.0,93
9,-1511960905,1,1.0,86
9,-1511960905,1,1.0,94
9,-1511960905,1,1.0,85
9,-1511960905,1,1.0,85
10,1794753279,1,1.0,135
10,1794753279,1,1.0,140
10,1794753279,1,1.0,139
